,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__estimator__C,param_clf__estimator__solver,param_normalize,param_reduce_dim,param_reduce_dim__n_components,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,9.95466136932373,0.9814716041317866,0.03299299875895182,0.005790389893049768,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",50,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 50}",0.6984644205817149,0.685970396734468,0.6956223162740308,0.6933523778634045,0.005347249963917312,43
1,11.59014368057251,1.2564085299092649,0.03935035069783529,0.003513460362980081,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",60,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 60}",0.6984644205817149,0.685970396734468,0.6956223162740308,0.6933523778634045,0.005347249963917312,43
2,12.585182905197144,1.042935810639125,0.03720831871032715,0.006578218962400776,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",69,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 69}",0.6984644205817149,0.685970396734468,0.6956223162740308,0.6933523778634045,0.005347249963917312,43
3,10.044100443522135,0.4469604761838351,0.03590623537699381,0.005498479247483013,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",mle,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 'mle'}",0.6984644205817149,0.685970396734468,0.6956223162740308,0.6933523778634045,0.005347249963917312,43
4,6.586494366327922,0.7475832055574025,0.05124545097351074,0.0024405104404942013,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,liblinear,StandardScaler(),"PCA(iterated_power=2, random_state=42)",50,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'liblinear', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 50}",0.7021992451077649,0.6883452125789862,0.6973368124827519,0.6959604233898343,0.005739012082721875,24
5,6.669594764709473,1.6288852677069439,0.0405434767405192,0.009328794473425734,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,liblinear,StandardScaler(),"PCA(iterated_power=2, random_state=42)",60,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'liblinear', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 60}",0.7021990709421385,0.688347096818451,0.6973370186103505,0.6959610621236466,0.005738132040470087,22
6,8.529069185256958,1.305337331805639,0.04983830451965332,0.009272117846462233,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,liblinear,StandardScaler(),"PCA(iterated_power=2, random_state=42)",69,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'liblinear', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 69}",0.7021990709421385,0.688347096818451,0.6973370186103505,0.6959610621236466,0.005738132040470087,22
7,5.6416694323221845,0.828504624775725,0.03964726130167643,0.0077881735204833715,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",1.0,liblinear,StandardScaler(),"PCA(iterated_power=2, random_state=42)",mle,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 1.0, 'clf__estimator__solver': 'liblinear', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 'mle'}",0.7021990709421385,0.6883472499997936,0.6973370186103505,0.6959611131840943,0.005738064288079362,21
8,11.134750763575235,1.53329313850529,0.034042755762736,0.004504302107150702,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",10.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",50,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 10.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 50}",0.6984723983294232,0.6859780718089524,0.6956248326679005,0.6933584342687586,0.005346617003785932,39
9,12.384152015050253,1.6186105967848223,0.027673085530598957,0.0012028653791498298,"OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42))",10.0,saga,StandardScaler(),"PCA(iterated_power=2, random_state=42)",60,,,"{'clf': OneVsRestClassifier(estimator=LogisticRegression(class_weight='balanced',
                                                 multi_class='ovr', n_jobs=-1,
                                                 random_state=42)), 'clf__estimator__C': 10.0, 'clf__estimator__solver': 'saga', 'normalize': StandardScaler(), 'reduce_dim': PCA(iterated_power=2, random_state=42), 'reduce_dim__n_components': 60}",0.6984723983294232,0.6859780718089524,0.6956248326679005,0.6933584342687586,0.005346617003785932,39
